Accel_X	Accel_Y	Accel_Z	Cont_TempV	Cont_TempDegC	Cont_TempDegF	IF_Temp_ObjDegC	IF_Temp_ObjDegF	IF_Temp_LocDegC	IF_Temp_LocDegF	SoundV	SoundRaw	SoundScl	RPM_Hz	RPM	Current	Error
0.702	3.627	1.338	0.63	13.736	57.437	4.781	40.606	14.062	57.312	0.738	1682	73.758	335	1435	2.884	0
0.37	0.316	0.959	0.653	12.857	56.804	4.781	40.606	14.062	57.312	0.708	1609	70.813	335	1435	-2.127	0
1.564	0.652	1.669	0.394	-10.615	12.576	4.781	40.606	14.062	57.312	0.703	1599	70.33	335	1435	0.088	0
0.944	2.227	2.344	0.506	1.253	34.809	4.781	40.606	14.062	57.312	0.816	1854	81.626	335	1435	2.004	0
-0.265	0.082	1.225	0.638	14.264	58.149	5.625	42.125	14.062	57.312	0.742	1680	73.67	335	1435	-2.673	0
-1.014	-3.712	1.061	0.634	14.176	57.833	5.625	42.125	14.062	57.312	0.7	1575	69.934	335	1435	0.686	0
0.125	-1.774	0.546	0.647	14.835	58.545	5.625	42.125	14.062	57.312	0.723	1692	74.418	335	1435	0.422	0
0.335	-2.71	0.655	0.647	14.703	62.026	5.625	42.125	14.062	57.312	0.8	1815	79.78	335	1435	2.62	0
-1.455	-3.537	0.526	0.634	14.352	58.387	5.625	42.125	14.062	57.312	0.686	1561	68.703	335	1435	2.69	0
-1.115	-3.346	0.733	0.649	14.747	55.459	5.625	42.125	14.062	57.312	0.824	1877	82.33	335	1435	-1.846	0
-0.062	1.19	1.049	0.649	14.791	58.545	5.625	42.125	14.062	57.312	0.789	1778	78.154	335	1435	-1.6	0
0.394	0.246	1.306	0.647	14.615	58.782	5.625	42.125	14.062	57.312	0.771	1753	77.099	335	1435	3.147	0
0.331	3.846	1.022	0.648	14.747	58.149	5.625	42.125	14.062	57.312	0.8	1821	80.044	335	1435	1.442	0
1.03	1.549	1.466	0.643	14.659	58.703	5.625	42.125	14.062	57.312	0.76	1725	75.824	335	1435	0.369	0
1.115	0.168	1.993	0.565	7.055	41.93	5.625	42.125	14.062	57.312	0.793	1809	79.473	335	1435	-1.705	0
-0.039	-0.577	1.26	0.649	13.341	57.912	5.625	42.125	14.062	57.312	0.782	1773	78.242	335	1435	3.095	0
-1.751	-3.623	0.616	0.591	9.033	51.424	5.625	42.125	14.062	57.312	0.728	1670	72.615	335	1435	2.233	0
-0.643	-3.128	0.09	0.51	1.341	34.255	5.625	42.125	14.062	57.312	0.807	1841	80.747	335	1435	-1.969	0
-0.281	-0.936	1.061	0.54	4.022	39.081	5.625	42.125	14.062	57.312	0.732	1656	72.835	335	1435	-1.213	0
-0.425	1.88	0.718	0.653	13.429	58.07	5.625	42.125	14.062	57.312	0.761	1734	76.44	335	1435	0.422	0
0.967	3.467	1.03	0.638	14.527	58.545	5.625	42.125	14.062	57.312	0.691	1570	69.011	335	1435	2.497	0
1.572	0.172	0.975	0.654	13.077	57.675	5.625	42.125	14.062	57.312	0.8	1817	80.044	335	1435	-2.233	0
0.051	1.588	1.381	0.651	14.967	59.02	5.625	42.125	14.062	57.312	0.717	1629	71.604	335	1435	-0.527	0
-0.835	-3.053	0.877	0.649	14.791	58.466	5.625	42.125	14.062	57.312	0.799	1818	79.912	335	1435	3.675	0
-0.218	-2.016	1.264	0.651	14.923	58.941	5.625	42.125	14.062	57.312	0.703	1600	70.286	335	1435	0.563	0
-0.234	-2.043	-0.039	0.468	-3.055	26.659	5.625	42.125	14.062	57.312	0.732	1659	72.747	359	1538	-2.479	0
-0.562	-3.03	1.037	0.648	15.011	59.02	5.625	42.125	14.062	57.312	0.801	1818	80.176	359	1538	-1.407	0
-0.117	-0.359	1.197	0.647	14.835	58.624	5.625	42.125	14.062	57.312	0.76	1730	76	359	1538	3.112	0
-0.172	3.054	1.455	0.651	16.989	54.826	5.625	42.125	14.062	57.312	0.884	2009	88.352	359	1538	-1.618	0
0.928	2.11	1.373	0.65	14.791	58.624	5.625	42.125	14.062	57.312	0.756	1756	77.231	359	1538	0.527	0
0.46	0.597	2.133	0.651	15.099	54.985	5.625	42.125	14.062	57.312	0.815	1854	81.582	359	1538	-2.145	0
0.733	-1.95	1.86	0.651	15.187	59.099	5.625	42.125	14.062	57.312	0.706	1610	70.681	359	1538	-2.514	0
-1.022	-0.842	0.776	0.65	14.967	59.099	5.625	42.125	14.062	57.312	0.833	1889	83.165	359	1538	0.51	0
-1.322	-3.701	1.669	0.651	16.242	57.437	5.625	42.125	14.062	57.312	0.724	1647	72.264	359	1538	-1.178	0
-0.76	-2.507	0.71	0.651	15.011	59.099	5.625	42.125	14.062	57.312	0.783	1788	78.681	359	1538	-0.51	0
-1.353	-1.361	0.55	0.649	14.967	59.099	5.625	42.125	14.062	57.312	0.825	1877	82.593	359	1538	3.534	0
-0.889	1.783	0.979	0.65	14.923	58.703	5.625	42.125	14.062	57.312	0.718	1629	71.868	359	1538	2.778	0
0.753	2.953	0.799	0.495	-0.374	31.407	5.625	42.125	14.062	57.312	0.812	1849	81.187	359	1538	2.268	0
1.154	3.947	1.396	0.65	15.055	59.02	5.625	42.125	14.062	57.312	0.778	1766	77.67	359	1538	2.215	0
1.026	1.299	1.829	0.65	14.967	58.941	5.625	42.125	14.062	57.312	0.842	1916	84.132	359	1538	2.497	0
0.257	1.95	1.135	0.644	14.44	57.991	5.625	42.125	14.062	57.312	0.84	1909	84.044	359	1538	2.321	0
-0.378	-2.866	1.345	0.648	14.923	58.703	5.625	42.125	14.062	57.312	0.754	1717	75.385	359	1538	2.251	0
-0.437	-1.357	1.306	0.644	14.835	59.099	5.625	42.125	14.062	57.312	0.795	1807	79.385	359	1538	-1.653	0
-1.462	-4.216	0.714	0.65	15.231	59.336	5.625	42.125	14.062	57.312	0.793	1803	79.297	359	1538	-2.286	0
-1.318	-5.748	0	0.652	15.143	58.703	5.625	42.125	14.062	57.312	0.793	1804	79.385	359	1538	-1.881	0
-0.117	2.527	1.072	0.663	13.473	58.545	5.625	42.125	14.062	57.312	0.752	1717	75.429	359	1538	4.308	0
0.304	1.295	0.913	0.65	15.011	58.782	5.625	42.125	14.062	57.312	0.793	1806	79.297	359	1538	-0.334	0
0.959	4.571	1.338	0.651	14.967	58.862	5.625	42.125	14.062	57.312	0.779	1821	80.22	359	1538	3.552	0
1.318	2.013	1.295	0.652	15.187	59.257	5.625	42.125	14.062	57.312	0.736	1701	73.626	359	1538	0.369	0
-0.152	2.508	1.728	0.442	-5.253	22.703	5.625	42.125	14.531	58.156	0.736	1669	73.407	359	1538	1.67	0
-0.651	-2.866	0.975	0.41	-7.67	15.662	5.625	42.125	14.531	58.156	0.82	1864	82.198	359	1538	0.123	0
-0.351	-1.521	1.037	0.334	-16.549	2.211	5.625	42.125	14.531	58.156	0.764	1729	75.912	359	1538	0.211	0
0.932	1.673	2.047	0.326	-17.253	1.024	5.625	42.125	14.531	58.156	0.775	1770	78.154	359	1538	0.035	0
0.226	2.145	2.118	0.651	15.143	59.257	5.625	42.125	14.531	58.156	0.79	1814	79.692	359	1538	0.826	0
0.023	-1.415	1.552	0.651	15.011	58.941	9.969	49.944	14.531	58.156	0.783	1800	78.857	359	1538	3.622	0
-0.788	-0.218	1.42	0.647	14.703	57.991	9.969	49.944	14.531	58.156	0.787	1787	78.593	359	1538	3.218	0
0.597	0.932	0.378	0.667	13.429	58.149	9.969	49.944	14.531	58.156	0.778	1764	77.582	359	1538	0.387	0
0.386	1.357	1.888	0.654	15.143	56.646	9.969	49.944	14.531	58.156	0.772	1747	77.143	359	1538	-1.881	0
-0.039	1.287	1.213	0.654	15.055	59.495	9.969	49.944	14.531	58.156	0.728	1656	72.923	359	1538	2.251	0
0.238	-3.467	1.33	0.653	17.648	56.171	9.969	49.944	14.531	58.156	0.799	1818	80	359	1538	-1.688	0
-0.967	-2.039	0.016	0.475	-2.44	27.213	9.969	49.944	14.531	58.156	0.762	1733	76.44	359	1538	0.246	0
-0.312	0.031	0.655	0.406	-10.967	13.684	9.969	49.944	14.531	58.156	0.778	1774	77.978	359	1538	0.018	0
1.509	1.736	1.915	0.443	-5.736	21.833	9.969	49.944	14.531	58.156	0.781	1780	78.154	359	1538	-3.077	0
1.162	3.748	1.4	0.429	-7.143	19.301	9.969	49.944	14.531	58.156	0.765	1740	76.396	359	1538	-1.477	0
-0.511	-4.777	0.632	0.651	15.055	59.415	9.969	49.944	14.531	58.156	0.701	1593	70.066	359	1538	-0.422	0
-0.893	-3.362	0.608	0.651	15.055	59.178	9.969	49.944	14.531	58.156	0.831	1888	83.209	359	1538	0.07	0
-1.037	-1.669	0.764	0.654	15.319	59.495	9.969	49.944	14.531	58.156	0.783	1775	78.022	359	1538	1.547	0
-0.257	-1.872	0.335	0.646	14.527	58.387	9.969	49.944	14.531	58.156	0.782	1780	78.022	359	1538	-1.371	0
0.76	3.229	2.04	0.649	14.923	59.099	9.969	49.944	14.531	58.156	0.816	1859	81.89	359	1538	-1.16	0
0.788	4.762	1.147	0.649	14.835	58.545	9.969	49.944	14.531	58.156	0.86	1759	83.736	359	1538	1.705	0
1.845	3.358	0.815	0.653	15.319	59.336	9.969	49.944	14.531	58.156	0.741	1643	74.022	359	1538	2.796	0
0.909	3.405	1.868	0.318	-17.824	-0.004	9.969	49.944	14.531	58.156	0.853	1948	85.582	359	1538	1.055	0
0.402	1.775	1.423	0.388	-11.099	12.022	9.969	49.944	14.531	58.156	0.785	1773	77.934	359	1538	2.145	0
0.69	2.044	1.408	0.342	-15.714	6.167	9.969	49.944	14.531	58.156	0.825	1879	82.505	359	1538	-0.176	0
0.526	-0.047	0.807	0.367	-13.429	9.886	9.969	49.944	14.531	58.156	0.728	1656	72.703	359	1538	0.826	0
0.542	-2.535	1.427	0.375	-12.242	10.36	9.969	49.944	14.531	58.156	0.818	1855	81.538	378	1620	-3.253	0
-0.971	-0.378	1.716	0.652	15.011	59.336	9.969	49.944	14.531	58.156	0.71	1611	69.626	378	1620	-0.826	0
-1.408	-3.478	0.718	0.651	15.143	59.336	9.969	49.944	14.531	58.156	0.797	1776	77.934	378	1620	0.422	0
-0.768	-0.924	0.881	0.644	14.791	58.941	9.969	49.944	14.531	58.156	0.682	1553	68.176	378	1620	0.475	0
-0.523	-1.209	1.474	0.649	14.835	58.387	9.969	49.944	14.531	58.156	0.785	1792	78.769	378	1620	-0.738	0
-0.534	-3.354	0.308	0.641	14.791	59.178	9.969	49.944	14.531	58.156	0.707	1606	70.154	378	1620	2.866	0
-1.018	-5.744	0.417	0.654	15.231	59.415	9.969	49.944	14.531	58.156	0.777	1768	79.209	378	1620	-1.407	0
-1.158	-3.451	0.429	0.653	15.319	59.336	9.969	49.944	14.531	58.156	0.784	1785	78.33	378	1620	-0.246	0
-1.681	-4.824	0.636	0.48	-2	27.925	9.969	49.944	14.531	58.156	0.695	1583	69.626	378	1620	-0.158	0
-1.435	-3.868	0.285	0.652	15.231	59.336	9.969	49.944	14.531	58.156	0.775	1763	77.495	378	1620	-2.18	0
-2.044	-4.563	0.64	0.335	-16.242	2.765	9.969	49.944	14.531	58.156	0.798	1777	78.022	378	1620	-2.462	0
0.191	-4.984	0.46	0.448	-5.121	22.782	9.969	49.944	14.531	58.156	0.687	1563	68.571	378	1620	0.211	0
-0.69	-2.964	0.566	0.309	-18.659	-1.666	9.969	49.944	14.531	58.156	0.795	1808	79.56	378	1620	1.53	0
-0.854	-3.674	1.03	0.644	14.879	59.099	9.969	49.944	14.531	58.156	0.82	1864	82.242	378	1620	-1.266	0
0.016	-5.015	1.006	0.652	15.231	59.415	9.969	49.944	14.531	58.156	0.777	1766	77.846	378	1620	0.51	0
-1.123	-3.662	0.226	0.641	14.615	58.545	9.969	49.944	14.531	58.156	0.735	1668	73.275	378	1620	-1.407	0
-0.601	-5.83	0.554	0.647	14.703	58.545	9.969	49.944	14.531	58.156	0.719	1632	71.824	378	1620	-2.673	0
-0.905	-5.109	0.312	0.647	14.923	58.941	9.969	49.944	14.531	58.156	0.726	1646	72.308	378	1620	1.881	0
-0.901	-3.26	0.733	0.633	14.22	58.703	9.969	49.944	14.531	58.156	0.805	1829	80.747	378	1620	0.193	0
-1.755	-3.697	0.585	0.651	15.099	59.257	9.969	49.944	14.531	58.156	0.717	1640	72	378	1620	-0.281	0
-0.218	-4.298	0.839	0.373	-12.418	9.886	9.969	49.944	14.531	58.156	0.794	1774	77.802	378	1620	0.141	0
-0.827	-3.865	0.854	0.415	-8.462	17.007	9.969	49.944	14.531	58.156	0.781	1777	77.89	378	1620	0.193	0
-0.472	-4.652	1.166	0.36	-15.802	5.059	9.969	49.944	14.531	58.156	0.706	1608	70.725	378	1620	0	0
-0.636	-4.301	0.456	0.504	0.418	32.831	9.969	49.944	14.531	58.156	0.83	1897	83.297	378	1620	2.251	0
-1.139	-2.543	0.874	0.423	-7.758	17.877	9.969	49.944	14.531	58.156	0.759	1727	76	378	1620	0.457	0
0.421	-3.798	0.593	0.65	14.879	57.437	9.969	49.944	14.5	58.1	0.675	1542	67.516	378	1620	3.71	0
-0.667	-3.892	0.378	0.65	15.055	58.941	9.969	49.944	14.5	58.1	0.623	1456	62.374	378	1620	-2.585	0
-1.08	-3.787	0.398	0.649	14.923	58.624	9.969	49.944	14.5	58.1	0.729	1656	72.747	378	1620	2.127	0
-1.295	-2.847	0.23	0.651	14.967	58.941	9.969	49.944	14.5	58.1	0.658	1501	65.934	378	1620	0.633	0
-1.061	-2.796	0.285	0.646	14.044	58.624	9.969	49.944	14.5	58.1	0.694	1577	69.363	378	1620	0.299	0
0.39	-3.638	0.647	0.651	14.967	58.862	11.156	52.081	14.5	58.1	0.695	1588	69.626	378	1620	0.088	0
-0.179	-3.486	0.718	0.538	3.582	38.448	11.156	52.081	14.5	58.1	0.794	1793	79.253	378	1620	1.987	0
-0.066	-4.017	1.162	0.523	1.956	36.233	11.156	52.081	14.5	58.1	0.82	1867	82.198	378	1620	1.547	0
-1.182	-4.153	0.289	0.651	15.011	59.02	11.156	52.081	14.5	58.1	0.743	1692	74.549	378	1620	-0.914	0
-0.16	-3.962	0.803	0.673	12.725	57.675	11.156	52.081	14.5	58.1	0.768	1747	76.923	378	1620	-1.987	0
-0.827	-2.519	0.425	0.645	14.659	58.545	11.156	52.081	14.5	58.1	0.714	1624	71.692	378	1620	0.475	0
-1.104	-2.8	0.441	0.647	14.879	58.703	11.156	52.081	14.5	58.1	0.758	1757	76.044	378	1620	0.527	0
-0.234	-0.171	0.866	0.616	14.044	58.703	11.156	52.081	14.5	58.1	0.806	1836	80.791	378	1620	2.549	0
0.113	0.316	0.952	0.65	15.011	59.257	11.156	52.081	14.5	58.1	0.826	1886	83.033	378	1620	-3.077	0
0.526	2.219	1.626	0.643	14.615	58.624	11.156	52.081	14.5	58.1	0.747	1699	74.33	378	1620	0.44	0
0.339	3.132	1.104	0.631	14.264	58.782	11.156	52.081	14.5	58.1	0.786	1766	77.582	378	1620	-3.077	0
0.741	3.21	2.028	0.651	15.055	58.941	11.156	52.081	14.5	58.1	0.728	1652	72.571	378	1620	0.123	0
1.591	2.539	1.603	0.652	15.582	57.279	11.156	52.081	14.5	58.1	0.769	1751	76.923	378	1620	-3.218	0
1.712	1.474	1.739	0.491	-0.901	30.457	11.156	52.081	14.5	58.1	0.726	1651	72.835	378	1620	3.288	0
1.486	-0.023	1.747	0.418	-7.758	18.51	11.156	52.081	14.5	58.1	0.778	1760	77.934	378	1620	-1.301	0
0.484	0.57	1.618	0.43	-6.527	20.488	11.156	52.081	14.5	58.1	0.745	1695	74.154	378	1620	0.264	0
0.07	-0.651	1.735	0.651	14.967	59.415	11.156	52.081	14.5	58.1	0.767	1747	76.659	378	1620	-2.127	0
-0.016	-3.502	0.616	0.44	-5.868	21.437	11.156	52.081	14.5	58.1	0.719	1631	71.604	378	1620	-3.077	0
-0.515	-1.158	0.862	0.667	12.989	57.912	11.156	52.081	14.5	58.1	0.737	1679	73.451	378	1620	-2.444	0
-1.548	-3.12	1.178	0.644	14.703	58.782	11.156	52.081	14.5	58.1	0.709	1611	70.945	378	1620	2.848	0
-0.725	-3.069	0.472	0.649	14.879	57.437	11.156	52.081	14.5	58.1	0.735	1673	73.495	378	1620	0.44	0
-1.513	-1.763	0.507	0.666	13.033	58.149	11.156	52.081	14.5	58.1	0.73	1665	72.835	359	1538	-0.668	0
-0.14	-1.61	0.526	0.651	15.099	58.941	11.156	52.081	14.5	58.1	0.768	1749	76.571	359	1538	-2.831	0
-0.191	-0.206	0.402	0.647	14.703	58.387	11.156	52.081	14.5	58.1	0.704	1589	69.978	359	1538	0.598	0
-0.125	-0.074	0.975	0.647	14.879	58.782	11.156	52.081	14.5	58.1	0.699	1565	69.802	359	1538	2.725	0
0.538	4.091	1.369	0.472	-1.253	30.457	11.156	52.081	14.5	58.1	0.701	1598	70.242	359	1538	0.053	0
0.09	4.091	1.287	0.399	-10	14	11.156	52.081	14.5	58.1	0.775	1761	77.538	359	1538	-2.215	0
0.495	3.038	1.884	0.511	0.945	34.018	11.156	52.081	14.5	58.1	0.752	1711	75.341	359	1538	0.545	0
0.281	1.377	1.47	0.431	-6.132	21.596	11.156	52.081	14.5	58.1	0.815	1839	81.538	359	1538	0.158	0
-0.971	-0.608	1.334	0.499	0.11	31.407	11.156	52.081	14.5	58.1	0.742	1690	74.154	359	1538	-3.042	0
0.004	-2.932	0.842	0.647	14.659	58.466	11.156	52.081	14.5	58.1	0.817	1854	81.407	359	1538	2.338	0
-1.583	-4.04	0.39	0.647	14.747	58.624	11.156	52.081	14.5	58.1	0.727	1647	72.044	359	1538	3.464	0
-1.096	-2.032	0.191	0.641	14.264	57.754	11.156	52.081	14.5	58.1	0.82	1861	81.231	359	1538	0.422	0
-0.25	0.999	1.182	0.649	13.692	58.07	11.156	52.081	14.5	58.1	0.754	1720	75.297	359	1538	-2.585	0
0.753	1.584	1.221	0.644	14.484	58.387	11.156	52.081	14.5	58.1	0.726	1662	72.879	359	1538	1.952	0
0.764	1.549	1.189	0.649	14.747	58.624	11.156	52.081	14.5	58.1	0.799	1812	79.692	359	1538	2.391	0
1.174	2.707	2.5	0.527	2.791	36.787	11.156	52.081	14.5	58.1	0.766	1750	76.615	359	1538	2.215	0
1.517	-0.803	2.161	0.558	5.385	41.692	11.156	52.081	14.5	58.1	0.758	1719	75.429	359	1538	2.426	0
-0.257	-3.147	1.529	0.59	8.989	48.101	11.156	52.081	14.5	58.1	0.689	1596	68.879	359	1538	0.316	0
-0.952	-5.214	0.952	0.549	4.549	40.189	11.156	52.081	14.5	58.1	0.745	1691	74.462	359	1538	-2.075	0
-1.634	-2.445	0.71	0.567	10.791	40.189	11.156	52.081	14.5	58.1	0.741	1688	74.374	359	1538	-1.248	0
-0.214	0.113	0.406	0.626	13.868	57.754	11.156	52.081	14.5	58.1	0.775	1760	77.495	359	1538	3.516	0
0.113	2.192	0.441	0.678	12.637	57.516	11.156	52.081	14.5	58.1	0.786	1792	78.462	359	1538	-1.477	0
1.361	2.153	1.54	0.644	14.352	57.912	11.156	52.081	14.5	58.1	0.706	1610	70.813	359	1538	3.622	0
0.608	2.036	1.069	0.647	14.615	58.229	11.156	52.081	14.5	58.1	0.738	1675	73.626	359	1538	3.2	0
0.909	2.446	1.357	0.647	14.571	58.07	11.156	52.081	14.5	58.1	0.718	1633	71.868	359	1538	-3.569	0
0.308	-3.311	1.373	0.641	14.176	57.279	11.156	52.081	14.531	58.156	0.749	1713	75.253	359	1538	-3.007	0
-0.339	-1.357	1.591	0.641	13.912	56.725	11.156	52.081	14.531	58.156	0.786	1800	79.516	359	1538	-2.251	0
-0.881	-1.872	0.589	0.5	-0.154	31.565	11.156	52.081	14.531	58.156	0.695	1575	69.319	359	1538	2.813	0
-0.854	-2.203	0.959	0.643	13.912	57.358	11.156	52.081	14.531	58.156	0.779	1782	78.286	359	1538	0.387	0
-0.105	-2.028	0.37	0.641	13.912	57.2	11.156	52.081	14.531	58.156	0.849	1931	84.791	359	1538	-1.6	0
1.513	2.13	1.583	0.644	14.396	57.437	12.938	55.287	14.531	58.156	0.72	1640	71.956	359	1538	0.246	0
1.065	1.393	0.963	0.64	12.857	56.963	12.938	55.287	14.531	58.156	0.764	1739	76.527	359	1538	0.475	0
0.472	3.768	2.465	0.647	14.088	57.516	12.938	55.287	14.531	58.156	0.759	1726	75.78	359	1538	0.51	0
0.901	-0.319	2.075	0.641	14.176	57.2	12.938	55.287	14.531	58.156	0.782	1771	78.33	359	1538	-1.495	0
-0.569	-0.686	1.283	0.64	13.956	56.567	12.938	55.287	14.531	58.156	0.731	1662	73.231	359	1538	1.987	0
-0.854	-4.036	1.338	0.639	14	56.804	12.938	55.287	14.531	58.156	0.768	1767	76.835	359	1538	-1.899	0
-0.784	-1.891	0.601	0.633	13.912	56.171	12.938	55.287	14.531	58.156	0.764	1729	75.56	359	1538	1.547	0
-0.877	-0.515	0.764	0.641	13.868	56.725	12.938	55.287	14.531	58.156	0.728	1664	73.011	359	1538	0.44	0
0.3	0.301	1.022	0.407	-9.077	15.662	12.938	55.287	14.531	58.156	0.763	1736	76.571	359	1538	2.813	0
0.975	3.694	1.486	0.515	1.341	34.651	12.938	55.287	14.531	58.156	0.735	1664	73.275	359	1538	2.198	0
0.983	0.343	2.036	0.64	13.736	56.646	12.938	55.287	14.531	58.156	0.838	1908	82.681	359	1538	-2.303	0
0.538	1.997	1.899	0.636	13.516	56.092	12.938	55.287	14.531	58.156	0.759	1706	74.945	359	1538	-1.424	0
0.09	-0.113	1.018	0.638	13.736	56.251	12.938	55.287	14.531	58.156	0.783	1782	78.418	359	1538	4.079	0
-0.569	-0.608	0.897	0.635	13.473	55.934	12.938	55.287	14.531	58.156	0.757	1733	75.824	359	1538	0.404	0
-1.248	-1.934	0.273	0.623	12.813	55.459	12.938	55.287	14.531	58.156	0.787	1776	78.022	359	1538	2.549	0
-0.745	-2.059	0.686	0.639	13.736	56.646	12.938	55.287	14.531	58.156	0.776	1759	77.363	359	1538	0.334	0
-0.476	-0.998	0.39	0.636	13.604	56.013	12.938	55.287	14.531	58.156	0.755	1717	77.055	359	1538	0.457	0
1.381	3.46	1.677	0.627	12.418	54.193	12.938	55.287	14.531	58.156	0.702	1600	70.198	359	1538	0.105	0
0.741	2.352	1.486	0.636	13.516	55.618	12.938	55.287	14.531	58.156	0.76	1729	76.088	359	1538	1.758	0
-0.074	1.408	1.334	0.635	13.209	55.38	12.938	55.287	14.531	58.156	0.778	1764	77.934	359	1538	-0.686	0
0.487	-2	1.408	0.364	-13.429	7.749	12.938	55.287	14.531	58.156	0.736	1665	73.319	359	1538	2.954	0
-0.035	-2.835	0.378	0.429	-7.802	18.273	12.938	55.287	14.531	58.156	0.709	1610	70.549	375	1607	0.264	0
-1.244	-2.441	0.105	0.408	-9.121	15.503	12.938	55.287	14.531	58.156	0.795	1790	79.385	375	1607	-2.409	0
-0.718	-1.076	0.577	0.426	-7.319	18.431	12.938	55.287	14.531	58.156	0.726	1645	72.22	375	1607	2.602	0
-0.312	1.708	0.261	0.455	-4.725	23.653	12.938	55.287	14.531	58.156	0.7	1596	70.11	375	1607	0.193	0
0.441	4.267	1.123	0.626	12.374	54.431	12.938	55.287	14.531	58.156	0.77	1754	77.187	375	1607	3.763	0
1.147	3.413	1.267	0.631	12.637	55.538	12.938	55.287	14.531	58.156	0.712	1618	71.165	375	1607	1.407	0
0.277	-2.059	1.115	0.622	12.549	54.668	12.938	55.287	14.531	58.156	0.778	1767	78.33	375	1607	-2.866	0
0.281	0.258	1.076	0.629	9.648	53.323	12.938	55.287	14.531	58.156	0.804	1831	80.484	375	1607	0.387	0
-0.987	-3.256	0.273	0.624	12.242	54.589	12.938	55.287	14.531	58.156	0.726	1654	72.703	375	1607	0.334	0
-0.343	-3.022	0.406	0.625	12.945	54.985	12.938	55.287	14.531	58.156	0.779	1777	78.11	375	1607	-1.547	0
-0.714	1.186	0.234	0.624	11.451	53.956	12.938	55.287	14.531	58.156	0.754	1713	75.077	375	1607	0.387	0
-0.012	-0.507	0.803	0.546	4.505	40.11	12.938	55.287	14.531	58.156	0.807	1835	80.923	375	1607	-2.497	0
0.772	2.855	0.714	0.44	-8.286	19.064	12.938	55.287	14.531	58.156	0.73	1655	72.923	375	1607	-1.705	0
1.462	1.494	1.182	0.629	12.198	53.244	12.938	55.287	14.531	58.156	0.807	1839	80.527	375	1607	-1.336	0
0.495	0.453	1.607	0.623	12.242	54.273	12.938	55.287	14.531	58.156	0.727	1655	72.44	375	1607	0.404	0
0.148	-1.064	1.611	0.619	12.154	57.675	12.938	55.287	14.531	58.156	0.752	1707	75.209	375	1607	0.299	0
-1.049	-2.511	1.115	0.627	12.33	53.402	12.938	55.287	14.531	58.156	0.775	1749	77.451	375	1607	0.492	0
-0.901	-3.635	0.503	0.625	10.264	52.848	12.938	55.287	14.531	58.156	0.731	1659	72.879	375	1607	2.127	0
-0.425	-2.636	0.577	0.615	11.451	52.532	12.938	55.287	14.531	58.156	0.775	1749	76.967	375	1607	0.422	0
-0.55	0.156	0.39	0.608	11.099	52.295	12.938	55.287	14.531	58.156	0.716	1633	71.912	375	1607	-1.952	0
0.261	1.81	1.373	0.62	11.846	54.826	12.938	55.287	14.531	58.156	0.767	1741	76.703	375	1607	-2.462	0
0.69	1.974	1.014	0.605	11.89	53.086	12.938	55.287	14.531	58.156	0.746	1695	75.121	375	1607	1.618	0
1.287	3.14	1.295	0.612	10.923	52.057	12.938	55.287	14.531	58.156	0.77	1751	76.527	375	1607	-1.02	0
1.544	-0.023	1.377	0.429	-7.099	19.459	12.938	55.287	14.531	58.156	0.744	1688	76.22	375	1607	-2.532	0
0.094	1.962	1.427	0.338	-16.505	3.873	12.938	55.287	14.344	57.819	0.716	1629	71.56	375	1607	-1.53	0
-1.139	-0.456	0.519	0.42	-7.67	17.798	12.938	55.287	14.344	57.819	0.764	1736	76.264	375	1607	0.334	0
-0.608	-2.546	0.526	0.334	-16.769	0.233	12.938	55.287	14.344	57.819	0.694	1580	69.407	375	1607	0.018	0
0.121	-3.276	0.694	0.618	11.407	52.848	12.938	55.287	14.344	57.819	0.768	1755	77.538	375	1607	-0.949	0
-0.46	-2.149	0.601	0.621	11.495	52.374	12.938	55.287	14.344	57.819	0.811	1854	81.187	375	1607	-0.932	0
-0.187	1.1	0.901	0.618	11.582	53.007	12.938	55.287	14.344	57.819	0.761	1734	75.912	375	1607	0.44	0
1.318	4.505	1.572	0.618	10.044	51.345	14.844	58.719	14.344	57.819	0.744	1689	74.286	375	1607	-2.198	0
1.728	3.124	2.66	0.615	11.626	52.69	14.844	58.719	14.344	57.819	0.741	1686	74.198	375	1607	0.686	0
1.158	0.304	1.291	0.615	11.451	52.295	14.844	58.719	14.344	57.819	0.696	1585	68.879	375	1607	-0.756	0
-0.292	-2.843	1.587	0.621	11.451	52.69	14.844	58.719	14.344	57.819	0.727	1649	72.22	375	1607	-3.429	0
-0.179	-2.89	0.495	0.446	-5.648	21.675	14.844	58.719	14.344	57.819	0.704	1610	69.846	375	1607	0.211	0
-0.172	0.035	0.87	0.516	0.989	33.701	14.844	58.719	14.344	57.819	0.793	1809	79.209	375	1607	-1.037	0
0.944	0.804	1.205	0.612	11.055	52.057	14.844	58.719	14.344	57.819	0.76	1758	77.495	375	1607	1.881	0
1.189	2.953	1.54	0.597	10.352	51.029	14.844	58.719	14.344	57.819	0.786	1776	78.11	375	1607	2.251	0
1.384	4.704	2.531	0.627	11.538	49.209	14.844	58.719	14.344	57.819	0.761	1726	76.264	375	1607	-1.776	0
1.018	2.644	1.533	0.619	11.758	53.402	14.844	58.719	14.344	57.819	0.771	1756	76.835	375	1607	-1.354	0
